index;mean;std;5,00 %;50,00 %;95,00 %;hpdi_95%
0;4.83744e-11;2.4079898e-11;8.732796213592465e-12;4.846423262705457e-11;8.921625209434846e-11;4.7284125e-11
1;0.0025007967;0.0011820182;0.0006665713095571846;0.002435076399706304;0.004491565097123384;0.0024774745
2;5.1195253e-11;2.3517353e-11;1.1697423064893632e-11;5.061995093924576e-11;9.112707394232089e-11;5.083886e-11
3;0.0019307478;0.0010002397;0.000416219056933187;0.0018810508772730827;0.003661165409721434;0.0018880388
